1	-10.05	0.19
2	-19.05	0.08
3	-23.55	0.02
4	-17.6	0
5	-13	0.07
6	-14.2	0.07
7	-19.15	0
8	-17.1	0.06
9	-20.35	0.21
10	-21.5	0
11	-20.3	0.01
12	-15.85	0
13	-5.25	0
14	-3.5	0
15	-1.45	0
16	-0.9	0
17	4.7	0
18	4.75	0
19	3.35	0
20	0.15	0
21	-3.2	0
22	-4.45	0
23	-4.9	0
24	-5.35	0
25	-2.7	0
26	-1.5	0
27	0.6	0
28	5.7	0
29	9.45	0
30	1.25	0
31	-8.1	0
32	-10.05	0
33	-11.1	0.01
34	-14.1	0.26
35	-14.9	0.13
36	-15.5	0.71
37	-19.85	0.28
38	-24	0.02
39	-22.8	0.01
40	-6.25	0
41	2	0
42	0.4	0
43	2.25	0
44	5.2	0
45	6.35	0
46	7.75	0
47	8.75	0
48	3.95	0
49	-1.35	0
50	3.95	0
51	2.6	0
52	-0.45	0
53	-1.1	0.01
54	-4.3	0
55	-7.1	0.06
56	-3.25	0.03
57	-8.05	0.2
58	-11.7	0
59	-9.15	0.12
60	-6.45	0
61	-3.75	0
62	5.6	0
63	1.15	0
64	-11.55	0.15
65	-13.9	0.01
66	-10.45	0
67	-13.85	0.36
68	-18.15	0.19
69	-13.95	0.22
70	-13.15	0.07
71	-14.55	0.04
72	-5	0
73	6.15	0
74	9.15	0
75	3.9	0
76	2.5	0
77	10	0
78	2.55	0
79	-2.3	0
80	4.1	0
81	8.25	0
82	7.05	0
83	3.95	0
84	7.05	0
85	5.35	0
86	6.15	0
87	6.45	0
88	7.7	0
89	7.4	0.03
90	7.65	0.02
91	9.05	0
92	3.8	0.32
93	2.4	0.24
94	3.65	0
95	6.7	0
96	11.75	0
97	8.5	0.04
98	8.7	0
99	3.3	0.44
100	3.85	0.01
101	6.55	0
102	4.95	0.02
103	6.95	0.1
104	8.05	0
105	6.3	0.07
106	3.35	0.05
107	6	0
108	8.1	0
109	8.45	0
110	8	0
111	5.4	0.23
112	6.1	0.02
113	8.75	0
114	6	0.01
115	3.1	0.54
116	4	0.28
117	5.2	0.34
118	5.6	0.06
119	6.8	0
120	11.4	0
121	9.65	0
122	7.85	0.12
123	11.25	0
124	18.15	0
125	17.2	0
126	17.5	0.13
127	8.3	0.22
128	9.05	0
129	11.35	0
130	12.75	0
131	16.7	0.02
132	15.3	1.3
133	11.2	0.01
134	9.65	0
135	8.85	0
136	8.7	0.14
137	6.3	1.23
138	10.45	0
139	12.3	0
140	12.85	0
141	14.6	0
142	16.65	0
143	19.15	0
144	12.4	1.27
145	11.95	0.01
146	12	0
147	17	0.02
148	16.6	0
149	15.25	0
150	17.35	0
151	20.55	0.04
152	18.55	0
153	17.65	0
154	16.95	0
155	17.95	0.87
156	14.6	0.84
157	14.95	0
158	17.6	0
159	20.5	2.06
160	14.85	0
161	13.65	0
162	14.45	0.26
163	15.4	0.01
164	12.4	2.15
165	14.8	0.4
166	15.15	0
167	16.85	0
168	15.15	0.11
169	16.35	0
170	14.75	0
171	20.85	0
172	15.1	0.03
173	10.7	0
174	14.45	0
175	14.9	0
176	17.25	0
177	21.4	0
178	18.4	0
179	15.6	0.08
180	16.35	0.01
181	18.25	0.01
182	20.6	0
183	20.95	0
184	20.85	0
185	21.25	0
186	19.3	0
187	20.7	0
188	23.25	0
189	23.1	0
190	23	0
191	20.3	0.22
192	15.65	0
193	18.35	0
194	22.7	0
195	20.75	0
196	21.35	0.15
197	18.15	0
198	14.9	0
199	16.7	0
200	17.35	0
201	19.1	0.1
202	17.1	0
203	19	0
204	22.4	0
205	15.25	0
206	15.15	0
207	20.2	0
208	21.35	0
209	21.4	0
210	20.95	0
211	22.55	0
212	20.15	0
213	18.75	0
214	15.75	0.12
215	17.9	0.01
216	17.6	0
217	15.9	0
218	16.45	0
219	18.55	0.62
220	17.15	0
221	16.85	0
222	20.25	0
223	18.75	0.02
224	19.1	0
225	19.65	0
226	16.8	0
227	13	0
228	17.55	0.01
229	18.6	0
230	22.05	0
231	14.45	0
232	14.3	0
233	16.4	0
234	18.45	0
235	21.45	0
236	21.05	0.01
237	16.3	0
238	16.8	0
239	20.15	0
240	20.95	0
241	20.4	0
242	22.95	0
243	22.9	0
244	19.2	0
245	21.35	0
246	19.05	0
247	16.2	0
248	15.1	0
249	17.8	0
250	18.65	0
251	21.55	0
252	20.6	0
253	19.8	0
254	23.25	0
255	16.15	0
256	9.7	0.04
257	5.65	0.08
258	5.75	0
259	8.5	0
260	11	0
261	12.1	0
262	8.15	0
263	8.7	0
264	6.35	0.01
265	4.65	0
266	5.6	0
267	5.9	0
268	12.2	0
269	13	0
270	13.5	0
271	13.65	0
272	14.85	0
273	14.6	0.05
274	8.05	1.78
275	1.6	2.06
276	-3.3	0.03
277	-0.95	0
278	2.25	0
279	10.55	0
280	7.7	0.02
281	2	0.03
282	6.6	0
283	8.3	0
284	1.95	0
285	1.2	0
286	-1.7	0.02
287	2.3	0
288	10.15	0
289	15.15	0
290	14.75	0
291	10.35	0
292	11.3	0
293	7.5	0.47
294	5.55	0
295	7.65	0
296	9.85	0
297	13.55	0
298	9.85	0.06
299	1	0
300	6.3	0
301	13.75	0
302	4.65	0.14
303	0.6	0
304	4.05	0.11
305	0.2	0.19
306	-6.8	0.47
307	-12.65	0.25
308	-15.75	0.09
309	-11.1	0.22
310	-11.55	0.02
311	-9.2	0
312	-13.55	0
313	-10.6	0.03
314	-1.05	0
315	-2.15	0.01
316	1.2	0
317	1.4	0
318	-2.2	0
319	-2.2	0
320	-6.4	0.06
321	-9.65	0
322	-5.75	0
323	3.35	0
324	-2.3	0
325	-4.05	0
326	8.65	0
327	9.9	0.1
328	5.5	0.02
329	5.45	0
330	7.75	0
331	5.7	0
332	3.35	0
333	4.55	0
334	4.4	0
335	2	0
336	0.05	0
337	-2.8	0.01
338	-3.25	0
339	-0.1	0
340	-1.95	0
341	3.95	0
342	3.75	0
343	7.75	0
344	5.25	0
345	-0.05	0
346	5.05	0
347	0.75	0
348	0.65	0
349	4.65	0.2
350	-3.3	0.09
351	0.55	0
352	-2	0.37
353	-5.9	0.44
354	-14.65	0.18
355	-11.75	0.12
356	-13.85	0.13
357	-12.6	0
358	-13.7	0.02
359	-24.1	0
360	-29.4	0.01
361	-22.4	0
362	-21.4	0.25
363	-21.7	0.17
364	-27.9	0.46
365	-31.5	0
