297	3	0
298	7.15	0
299	9.35	0.01
300	10.55	0
301	6	0.1
302	5.55	0
303	8.95	0
304	5.75	1.4
305	6.4	0
306	7.95	0
307	11.9	0
308	12.2	0
309	12.25	0
310	9.5	0
311	7.15	0
312	14.9	0
313	13.25	0
314	6.45	0
315	11.6	0
316	11.45	0
317	10	0
318	8.1	0
319	3.95	0
320	0.85	0.17
321	-1.35	0.18
322	-5.1	0
323	-1.1	0
324	4.05	0
325	4.9	0
326	-0.35	0
327	-0.6	0
328	3.1	0
329	4.6	0
330	3.85	0
331	1.95	0
332	-1.75	0.04
333	-3.2	0
334	-3.5	0
335	-0.15	0
336	-1.55	0.01
337	4.15	0
338	-1.75	0.12
339	-11.5	0.01
340	-19.55	0.01
341	-22.15	0
342	-24.1	0.01
343	-20.2	0.02
344	-22.05	0.36
345	-22.3	0.07
346	-15.65	0
347	-20.85	0
348	-17.9	0
349	-18.6	0.04
350	-24.7	0.06
351	-19.2	0
352	-6.75	0
353	-0.75	0
354	0.65	0
355	1.7	0
356	0.05	0
357	-3.6	0.31
358	-10.45	0.49
359	-20.1	0.12
360	-15.9	0.01
361	-1.1	0
362	-0.55	0
363	-1.65	0
364	-4.8	0
365	-2.1	0.04
