1	-7.4	0
2	-11.95	0
3	-9.45	0
4	-3.55	0
5	-9.7	0
6	-11.65	0.03
7	-10.7	0.27
8	-17.5	0.03
9	-19.35	0.02
10	-11.3	0
11	-7.5	0
12	-4.6	0
13	2.75	0
14	-1.2	0.23
15	-8.55	0.07
16	-12.75	0.11
17	-13.45	0.04
18	-4.55	0.02
19	-3.5	0
20	-10.25	0.01
21	-4.75	0
22	5.9	0
23	2.8	0
24	-2.6	0.02
25	-1.55	0.01
26	4.9	0
27	8.2	0
28	8.1	0
29	3.75	0
30	2.3	0
31	-3.35	0.17
32	-3.5	0
33	-6.05	0
34	-5.7	0
35	1.3	0
36	5.55	0
37	4.2	0
38	2.2	0
39	8.5	0
40	9.9	0
41	4.85	0
42	2.55	0
43	5.3	0.01
44	5.65	0
45	6.85	0
46	2.55	0
47	3.6	0
48	5.7	0
49	5.8	0.01
50	5.4	0
51	0	0
52	2.05	0
53	1.35	0
54	-0.5	0
55	-2.4	0
56	2.75	0
57	7.95	0
58	5.95	0.07
59	4.35	0
60	-0.35	0
61	2.35	0.02
62	5.1	0
63	8.35	0
64	9.45	0
65	6.3	0.07
66	7.45	0
67	4.9	0.01
68	2.4	0
69	6.85	0
70	8.55	0
71	9.4	0
72	6.2	0
73	2.55	0
74	-0.65	0
75	3.75	0
76	-0.85	0.02
77	-0.8	0.01
78	2.4	0
79	8.9	0
80	5.95	0
81	-1.15	0
82	1.65	0
83	6.45	0.67
84	0	0.54
85	3.65	0
86	3.4	0
87	3.8	0.16
88	4.05	0
89	6.85	0.12
90	4.9	0.2
91	8.8	0
92	12.9	0
93	9.4	0
94	8.45	0
95	9.35	0.15
96	9.5	0
97	7.6	0
98	12.05	0
99	11.15	0
100	3.35	0
101	8	0
102	10.6	0
103	11.1	0
104	4.1	0.26
105	8.2	0.35
106	9.55	0
107	10.85	0
108	9.45	0
109	16.75	0
110	12	0
111	13.8	0.08
112	11.65	0.01
113	7.9	0
114	5.7	0.29
115	3.6	0.35
116	4	0
117	2.8	0.04
118	6.35	0.2
119	3.6	0
120	8.15	0
121	10.95	0
122	14.05	0
123	16.95	0
124	18	0
125	14.9	0.05
126	13.7	0
127	13.9	0
128	16.3	0.56
129	6.85	0.69
130	7.45	0
131	7.55	0
132	6.25	0.56
133	5.6	0
134	7.35	0
135	8.55	0
136	10.65	0
137	14.95	0
138	17.25	0
139	12.15	0.34
140	6.45	0.84
141	5.25	1.07
142	7	1.28
143	7.6	0.35
144	11.25	0.01
145	11.65	0
146	13.6	0.05
147	12.95	0
148	12.35	0
149	12.75	0.01
150	10.7	1.03
151	12.45	0
152	14.4	0
153	15.95	0.01
154	15.7	0
155	19.1	0
156	18.05	0
157	19.85	0
158	24	0
159	20.4	0
160	17.75	0
161	15.35	0
162	15.3	0.44
163	12.75	0
164	15.45	0
165	11.3	0.07
166	11.85	0
167	13.5	0.12
168	12.25	0
169	15.4	0.14
170	14.15	0
171	16.35	0
172	16.15	0.03
173	16.95	0
174	19.5	0
175	15.65	0.32
176	15.1	0.39
177	15.75	0
178	16.1	0
179	17.45	0.08
180	17.75	0
181	21.55	0.7
182	17.9	0
183	20.25	0
184	20.8	0
185	16.05	0
186	13.45	0
187	13.4	0.02
188	16.25	0
189	17.4	0
190	18.05	0
191	14.4	0
192	16.6	0.85
193	17.6	1.29
194	17.15	2.75
195	15.65	0.03
196	16.6	1.18
197	15.05	0.08
198	15.55	0.04
199	17.7	0.44
200	19.15	0.01
201	19.25	0
202	19.4	0
203	18.5	1.18
204	19.8	0
205	19.2	0
206	19.55	0
207	19.55	0.13
208	19.8	0.09
209	20.7	2.38
210	20.05	0.01
211	21.05	0
212	16.1	0.07
213	16.1	0
214	18.55	0
215	12.6	0.68
216	17.05	0
217	18.55	0
218	17.65	0.1
219	19.45	1.11
220	18.25	0.5
221	17.2	0.37
222	15.2	0.59
223	17.95	0.36
224	18.45	0.03
225	18.9	0
226	19.9	0.06
227	19.6	0.05
228	21.35	0.01
229	19	0
230	12.75	0.42
231	14.35	0
232	18.25	0
233	21.3	0
234	16.45	0
235	13.8	0.09
236	14.15	0
237	11.9	0.02
238	16.2	0
239	18.65	0
240	12.1	0
241	17	0.22
242	19.8	0
243	20.65	0
244	20.2	0
245	16	0
246	13.85	0
247	9.5	0
248	11.7	0
249	12.7	0
250	12.7	0
251	13.35	0.26
252	13.5	0.03
253	17.9	0
254	9.75	1.24
255	5.35	0.11
256	8.05	0.01
257	11.85	0
258	14.85	0
259	16.4	0
260	16.1	0
261	15.15	0
262	11.25	0
263	9.1	0
264	9.55	0
265	7.3	0.76
266	13.45	0
267	9.95	0
268	10.6	0
269	16.7	0.01
270	18.6	0
271	12.05	0
272	10.8	0
273	14.45	0.01
274	12.15	0.01
275	8.15	0
276	7.7	0
277	7.85	0
278	3.1	0
279	3.35	0
280	3.05	0.06
281	7.1	0.08
282	6.7	0.16
283	-1.4	1.29
284	-4.65	0.01
285	1	0
286	4.1	0
287	8.6	0
288	9.25	0
289	8	0
290	3.8	0.1
291	3.25	0.17
292	6.4	0
293	6.55	0
294	8.3	0
295	6.6	0
296	4.45	0
