1	-2.3	0
2	-5.9	0.06
3	-19.2	0.06
4	-19	0.23
5	-13.65	0.07
6	-14.15	0.23
7	-2.45	0.15
8	-12.6	0
9	-19.25	0
10	-9.6	0
11	-12.8	0
12	-12.4	0
13	-6.15	0
14	2.85	0.07
15	4.3	0
16	3.75	0.07
17	4.35	0
18	4.4	0.15
19	4	0
20	0.55	0
21	0.5	0
22	6.3	0
23	6.95	0
24	9.4	0
25	12.3	0
26	13.05	0.07
27	11.45	0
28	2.55	0
29	4.15	0
30	-0.25	0
31	-12.4	0.14
32	-11.35	0
33	-11.6	0
34	-15	0
35	-8.05	0
36	-0.75	0
37	0.6	0.08
38	10.35	0
39	-1	0
40	-9.65	0
41	-9.45	0
42	-6.75	0
43	5.65	0.06
44	11.2	0
45	4.2	0
46	3.1	0
47	0.55	0
48	-3.4	0
49	4.05	0
50	7.05	0.06
51	0.05	0
52	-10.1	0
53	-8.3	0
54	2.75	0
55	5.65	0.08
56	-4.5	0
57	-9.95	0
58	-9.05	0
59	-6.95	0
60	-4.65	0.07
61	-7.05	0
62	-11.8	0
63	-6.35	0
64	4.2	0
65	6.9	0
66	4.95	0
67	5.2	0
68	9.45	0.07
69	7.5	0
70	9.95	0
71	13.25	0
72	10.55	0
73	12.6	0
74	4.75	0.61
75	-0.55	0.71
76	1.15	0
77	4.65	0.31
78	7.35	0.08
79	4.8	0
80	6.65	0
81	1.35	0
82	-2.4	0.07
83	-1.05	0
84	2.1	0
85	11.9	0.07
86	14.75	0
87	8.75	0.19
88	10.25	0.09
89	11.8	0
90	9.6	0
91	5.35	0.09
92	3.95	0
93	3.05	0.07
94	3.25	0
95	-0.9	0.74
96	-1.3	0.14
97	4.35	0
98	5.65	0.06
99	7.4	0
100	9	0
101	8.4	0
102	5.45	0
103	6.95	0
104	8.6	0.07
105	8.5	0
106	9.75	0
107	11.7	0
108	6.1	0.47
109	5.3	0.06
110	8.75	0
111	12.15	0
112	13.6	0
113	7.5	0
114	8.4	0
115	5.15	0
116	4.7	0
117	12.1	0
118	15.85	0
119	13.2	0
120	10.45	0
121	14.95	0
122	7.35	0.07
123	8	0
124	10.1	0
125	13.85	0
126	7.45	0
127	6.3	0
128	4.55	0
129	7	0.07
130	9.65	0
131	6.6	0
132	7.1	0
133	6.45	0
134	7.35	0.63
135	8.8	0.22
136	9.3	0.51
137	7.55	0.07
138	6.65	0
139	8.4	0
140	10.55	0
141	12.95	0
142	13.8	0
143	14.8	0
144	13.8	0
145	14.95	0
146	15.65	0
147	17.05	0
148	9.95	0.07
149	10.15	0.48
150	13.1	1.85
151	17.4	0.07
152	17.15	0
153	13.95	0
154	15.45	0.16
155	15.65	0.07
156	16.75	0
157	18.8	0
158	19.55	0
159	23.2	0
160	17.5	0
161	18.7	0
162	21.8	0
163	16.35	0.2
164	12.55	0.07
165	12.9	0
166	10.7	0.06
167	15.75	0
168	12.7	0.43
169	17.55	0
170	18.8	0
171	16.1	0
172	13.05	0
173	16.75	0.07
174	17.25	0.32
175	16.95	0.07
176	19.75	0.07
177	23	0.07
178	23.9	0
179	24.5	0
180	23.05	0
181	21.15	0.08
182	20.3	0
183	20.55	0.06
184	24.1	0
185	18.6	1.07
186	13.9	0.29
187	16.2	0.07
188	18.6	0
189	19.9	0.06
190	24.3	0.07
191	23	0.07
192	23	0
193	23.2	0
194	20.8	0
195	20.75	0.06
196	19.4	0
197	13.85	0.33
198	12.45	1.25
199	18.65	0
200	20	0
201	19.8	0.07
202	21.75	0
203	20.6	0
204	18.3	0
205	18.45	0
206	20.5	0
207	18.65	0
208	14.45	0
209	18.05	0
210	19.55	0
211	19.6	0.07
212	21.75	0
213	23.25	0
214	21.45	0
215	22.95	0
216	21.25	0
217	19.3	0
218	15.6	0.07
219	16.3	0.06
220	19.3	0
221	22.1	0
222	21.8	0
223	25.15	0
224	24.6	0
225	26.7	0
226	21.1	0
227	14.7	0
228	15.45	0.07
229	16.85	0
230	14.9	0.28
231	19.1	0.07
232	17.5	0
233	9.45	0.42
234	12.1	0.07
235	15.3	0
236	20.2	0
237	21.45	0.07
238	18.45	0
239	20.15	0
240	23.1	0
241	21.3	0
242	18.7	0
243	16.85	0
244	17.1	0
245	16.95	0
246	12.6	0.06
247	8.5	0.42
248	5.6	2.85
249	7.85	0.18
250	10.15	0
251	13.55	0.07
252	15.25	0
253	14.95	0
254	17.6	0
255	21	0.07
256	16.15	0
257	8.7	0
258	12.05	0.37
259	8.3	0.1
260	9.9	0
261	13.05	0.07
262	16.65	0
263	20.15	0.07
264	12.65	0.43
265	11.9	0.07
266	13.85	0
267	13.85	0
